age,annual_income,total_debt,dependents,savings,credit_score,credit_utilization,missed_payments,employment_length,loan_amount,loan_term_months,defaulted
53,35638,37454,1,18431,562,0.7,4,21,18733,12,1
42,30993,18050,3,4547,720,0.39,2,7,17140,12,0
53,16246,6583,3,6387,772,0.27,3,6,8675,60,0
45,28233,34909,3,13967,479,0.82,6,11,16813,48,1
25,55802,70555,1,18258,462,0.84,5,6,30839,24,1
50,22828,25918,2,13359,520,0.76,4,4,3743,24,1
22,33971,28043,0,6780,645,0.55,4,22,14552,60,1
29,40604,35124,2,13191,628,0.58,4,7,23033,12,1
36,16894,5402,0,8801,760,0.21,2,10,6160,24,0
52,30022,11144,2,17823,724,0.25,2,15,12593,12,0
55,12829,11321,3,4950,592,0.59,4,2,1896,12,1
22,28093,12891,0,8412,761,0.31,4,18,5213,48,0
62,25362,18550,3,6002,588,0.49,3,24,6672,12,1
53,16748,19761,1,5759,536,0.79,5,14,2916,48,1
49,44400,14042,1,17561,796,0.21,1,6,17838,60,0
27,57044,24747,0,15665,743,0.29,2,7,20652,12,0
58,42351,50732,2,15864,531,0.8,7,12,18611,48,1
32,23669,27009,2,8847,570,0.76,5,20,8169,36,1
41,51314,7728,1,17789,789,0.1,0,22,26461,36,0
26,24724,29595,1,11151,554,0.8,5,8,9338,36,1
38,13505,3036,1,878,746,0.15,1,23,5122,60,0
47,30993,34609,0,9946,565,0.74,5,5,11263,24,1
63,19932,21191,3,3757,495,0.71,5,19,5962,12,1
40,21817,16440,4,6875,621,0.5,4,10,6916,60,1
27,41639,17727,1,16512,722,0.28,3,24,6844,24,0
38,37255,29938,2,8823,683,0.54,4,2,11071,24,0
41,29331,21422,3,11698,712,0.49,2,17,13156,48,0
40,17503,21277,2,10056,525,0.81,4,20,9387,48,1
56,16681,8924,1,2946,770,0.36,3,14,4343,48,0
55,33836,9838,4,3728,731,0.19,4,20,5996,36,0
64,49596,49536,0,19885,576,0.67,3,8,28893,12,1
58,13455,4669,3,2633,800,0.23,2,4,1425,48,0
52,24874,2692,4,2748,799,0.07,2,5,14487,24,0
50,20205,10622,2,3600,731,0.35,2,11,6535,36,0
60,19872,16518,2,11408,658,0.55,6,21,6714,12,1
48,44583,34727,4,25352,688,0.52,5,6,14309,48,1
58,46906,22943,4,3002,693,0.33,2,13,25429,48,0
57,28459,27240,1,14316,650,0.64,4,10,7658,48,1
61,45239,9514,3,4341,797,0.14,2,20,27046,24,0
56,41526,42136,2,21113,619,0.68,6,10,12623,24,1
47,54579,65815,3,29425,499,0.8,6,12,9227,24,1
28,21123,23328,2,6779,548,0.74,5,10,7421,12,1
23,56521,13230,2,32305,806,0.16,1,0,31103,24,0
44,36283,46796,4,6017,509,0.86,7,23,20869,60,1
40,15107,6843,3,4593,738,0.3,3,15,4702,60,0
33,20873,25948,4,8770,562,0.83,5,21,2720,24,1
31,46820,25790,3,9121,702,0.37,4,6,16525,36,0
23,17383,14762,4,3076,624,0.57,5,7,2068,36,1
44,41518,18386,0,12625,793,0.3,2,14,8106,36,0
43,17843,3044,1,9323,816,0.11,0,8,8856,48,0
64,17669,17378,2,6240,562,0.66,4,7,4374,24,1
62,28534,4522,3,5592,751,0.11,0,12,16427,12,0
28,31539,3975,1,17168,784,0.08,2,13,12971,24,0
63,21721,2220,0,11999,850,0.07,0,20,6863,24,0
43,30451,17099,4,4985,682,0.37,4,17,11498,48,0
45,16187,19067,0,7693,561,0.79,5,6,2948,48,1
59,16120,18344,3,6171,521,0.76,7,7,2868,36,1
52,51289,24749,4,22588,658,0.32,2,0,7734,36,0
58,23004,3244,0,10427,849,0.09,1,24,6916,24,0
37,36975,31646,0,10225,611,0.57,3,7,17648,48,0
29,13642,2419,0,5815,742,0.12,1,11,6484,48,0
27,22923,9011,1,5690,746,0.26,2,11,12601,36,0
25,30921,7807,0,8275,803,0.17,1,13,13162,24,0
46,25667,4995,0,14877,722,0.13,1,0,3559,48,0
54,45127,47223,1,23453,531,0.7,5,13,12259,12,1
30,29182,25471,0,3273,656,0.58,4,24,7923,48,0
38,14358,12226,2,1772,657,0.57,5,24,3781,12,1
60,50472,29588,4,8964,707,0.39,3,7,5448,24,0
28,27743,8697,4,4173,808,0.21,3,23,12325,36,0
21,31042,4005,3,5188,728,0.09,2,14,14396,12,0
55,23276,17200,1,5438,680,0.49,2,23,10501,12,0
53,44275,23494,1,2257,726,0.35,3,10,17168,60,0
49,26519,29963,4,14723,552,0.75,4,18,9466,60,1
55,28904,13739,3,10888,782,0.32,2,2,4642,24,0
39,20817,3920,4,8084,832,0.13,1,16,5146,24,0
31,27388,12864,1,11613,660,0.31,1,12,13264,24,0
32,23555,20604,1,1863,679,0.58,4,14,11895,12,1
52,24645,5568,2,12414,798,0.15,0,15,11085,60,0
33,16032,17660,2,7845,568,0.73,5,15,6385,48,1
29,11576,12497,2,1702,528,0.72,4,4,2878,48,1
57,36819,12802,4,5440,751,0.23,1,1,11756,48,0
61,39218,26523,3,3362,685,0.45,3,7,4473,24,0
64,28762,6370,2,14477,779,0.15,2,24,4989,48,0
54,40095,40803,1,21585,640,0.68,6,8,11269,12,1
28,16784,21139,3,2148,553,0.84,7,9,3736,24,1
21,18180,2277,2,4108,850,0.08,0,23,10469,12,0
43,28281,21434,0,11405,684,0.51,3,4,9782,12,0
50,41040,15371,0,17647,824,0.25,1,5,6845,36,0
54,19814,13388,0,7985,706,0.45,2,14,3568,60,0
29,57214,37411,2,32699,673,0.44,2,2,17726,36,0
58,21850,9993,2,9345,769,0.3,2,17,10689,12,0
34,60991,68637,0,7969,581,0.75,5,1,28686,48,1
64,13999,10765,4,7659,694,0.51,4,20,5137,24,1
58,26707,23652,0,9778,633,0.59,5,4,11118,12,1
48,40990,36749,2,22948,522,0.6,6,12,7404,24,1
22,25550,14320,4,4873,647,0.37,4,18,11511,48,0
31,20987,18757,0,6931,644,0.6,4,17,3881,48,1
51,33278,41479,0,2887,483,0.83,6,5,9795,24,1
64,33096,4761,4,2321,789,0.1,0,11,13977,12,0
36,23618,8736,2,3471,753,0.25,2,23,8103,24,0
31,26292,11528,0,7893,708,0.29,1,9,14682,24,0
63,16647,6505,4,9327,718,0.26,2,19,5058,48,0
49,26568,33653,3,8431,492,0.84,5,0,9589,12,1
49,27980,8463,0,13197,777,0.2,3,22,9989,36,0
58,66161,49618,4,11447,603,0.5,5,0,36453,48,1
33,19216,7089,4,7536,747,0.25,2,15,3877,48,0
32,18795,14878,4,3451,660,0.53,4,24,4493,60,1
51,30232,35806,1,5410,589,0.79,5,3,13796,48,1
41,23761,22242,4,11128,689,0.62,4,10,9399,60,1
31,34172,40472,1,12077,585,0.79,4,15,11388,60,1
53,10563,1144,0,2092,828,0.07,0,15,3347,48,0
42,18208,20561,4,3020,639,0.75,4,21,2919,48,1
43,18260,13729,1,9737,641,0.5,5,21,5000,24,1
55,23327,12244,4,11869,678,0.35,4,18,12006,12,0
22,23826,22332,2,3915,573,0.62,3,0,4912,12,1
34,10344,1612,3,3484,832,0.1,0,18,1759,48,0
56,18613,9434,2,10626,698,0.34,4,15,6838,24,0
28,14504,18848,4,6729,503,0.87,7,18,4281,24,1
56,56138,71029,4,33080,515,0.84,7,14,23419,36,1
59,23980,4488,1,4266,850,0.12,0,4,14371,60,0
59,39154,41449,2,4203,546,0.71,5,19,7105,36,1
62,31373,38689,0,1791,567,0.82,5,10,14452,24,1
30,32757,36128,1,16939,555,0.74,5,18,8144,36,1
24,65999,83567,3,26697,482,0.84,6,11,37078,48,1
41,15500,8317,4,7816,689,0.36,2,5,4686,12,0
59,39825,44060,1,15716,496,0.74,4,20,16269,60,1
21,28063,20072,3,15789,690,0.48,5,5,8758,48,1
59,18918,13560,3,4446,631,0.48,3,5,8325,36,0
40,20343,8327,1,6361,746,0.27,4,16,8116,36,0
44,33430,24726,2,10791,543,0.49,6,22,7464,48,1
64,24259,26761,3,3239,509,0.74,6,4,4136,60,1
39,51082,5761,3,15384,850,0.08,1,0,6797,36,0
47,27325,19055,1,9383,645,0.46,3,14,16361,36,0
25,48727,11293,4,4053,768,0.15,0,6,15771,36,0
42,16888,12365,1,7357,649,0.49,3,21,9554,60,0
50,44633,36610,0,16102,638,0.55,3,19,8799,48,0
39,24234,23844,1,8827,593,0.66,4,24,13360,48,1
51,56647,24034,4,7496,730,0.28,2,16,18787,24,0
40,21415,8070,1,2143,691,0.25,3,4,4959,48,0
30,24065,16324,2,11856,660,0.45,3,11,3948,60,0
39,29477,25571,3,8471,586,0.58,3,1,11743,48,1
22,20389,16384,3,10389,636,0.54,5,10,6305,24,1
62,31350,32834,3,13430,524,0.7,4,3,8153,24,1
33,26966,28922,1,15527,557,0.72,4,18,3361,12,1
55,26168,32303,3,1671,470,0.82,5,0,12561,36,1
35,44854,17605,2,4575,727,0.26,2,6,16382,24,0
22,57654,8974,0,12680,775,0.1,0,10,7136,36,0
39,24186,16762,2,5659,716,0.46,2,20,10064,48,0
21,21419,24794,3,2203,482,0.77,5,1,3532,48,1
60,15414,15489,1,5063,597,0.67,5,17,3646,48,1
23,21570,26940,1,3159,496,0.83,5,3,11691,12,1
56,30014,5932,1,16276,793,0.13,1,3,3751,24,0
63,34961,38633,1,6341,451,0.74,5,18,13865,12,1
59,16055,14418,1,1928,641,0.6,4,1,3934,12,1
42,45516,6990,1,17942,842,0.1,2,23,13360,24,0
33,20894,19868,3,1345,497,0.63,4,1,7765,36,1
64,19047,11838,3,2587,751,0.41,4,10,9030,36,0
58,30208,13599,4,5968,747,0.3,1,20,4590,60,0
26,22364,16203,2,11010,665,0.48,3,19,8301,60,0
33,13240,2489,2,741,813,0.13,0,24,4663,48,0
45,21720,17721,3,6691,656,0.54,4,8,10485,24,1
55,28954,18062,4,10110,713,0.42,2,17,14616,36,0
62,22855,12197,2,6093,630,0.36,3,0,10851,12,0
39,30540,34022,3,4966,550,0.74,6,3,11252,12,1
27,30427,37172,1,10960,477,0.81,5,0,13342,24,1
42,21677,7267,4,1162,802,0.22,1,16,12569,36,0
33,21809,13391,1,4564,673,0.41,4,8,10125,36,0
43,19090,24574,4,1119,514,0.86,5,23,2610,48,1
41,38982,30789,1,7019,639,0.53,4,24,5039,36,1
53,12984,14994,0,7063,508,0.77,4,2,4613,48,1
50,27318,12523,1,1495,708,0.31,3,11,13970,48,0
38,49040,34652,0,23611,613,0.47,3,3,13044,24,0
56,17306,11007,0,933,679,0.42,2,8,3107,48,0
40,17120,16733,1,943,610,0.65,3,11,4383,24,1
44,36936,38153,1,15100,557,0.69,5,23,8534,60,1
57,18351,15939,4,6864,651,0.58,6,23,8692,48,1
34,29128,22601,0,17265,600,0.52,5,11,9728,60,1
41,22093,26914,0,9554,528,0.81,6,16,9594,60,1
41,18636,24194,1,6558,506,0.87,7,5,4377,12,1
38,56265,50757,1,32700,597,0.6,3,4,10842,12,1
42,48669,16816,1,16713,724,0.23,2,3,21931,12,0
22,33153,23080,0,3055,683,0.46,2,7,17758,36,0
27,23026,5229,4,2290,780,0.15,0,16,13165,60,0
36,21081,8215,0,1714,763,0.26,2,5,7238,12,0
27,25098,17380,4,6122,606,0.46,3,22,3491,60,1
57,27069,18157,1,9920,667,0.45,2,21,8116,12,0
39,17775,7090,0,9295,702,0.27,2,0,3691,48,0
27,22226,5631,0,11350,838,0.17,2,19,5028,60,0
55,42252,22346,3,17102,650,0.35,5,13,7801,60,0
38,30001,7427,2,7830,750,0.17,0,16,11666,36,0
32,52854,10987,4,15465,802,0.14,2,22,14859,12,0
32,29529,24307,3,5876,661,0.55,4,12,11152,48,0
39,28889,12582,1,11962,720,0.29,1,17,6066,12,0
35,28046,25405,0,14748,573,0.6,3,5,11347,12,1
60,33192,20940,2,12786,668,0.42,5,16,14856,60,0
64,22225,20660,0,7395,568,0.62,5,12,7338,24,1
41,23294,7484,3,6177,754,0.21,1,3,9297,36,0
45,15439,3806,3,3083,783,0.16,0,8,2551,36,0
31,23800,12480,0,3632,710,0.35,4,22,8045,12,0
23,42067,28508,4,10395,625,0.45,2,12,6509,60,0
45,52518,48297,2,6229,602,0.61,5,12,27947,36,1
41,33997,5319,3,11328,788,0.1,0,18,13113,36,0
64,25727,25779,2,3178,577,0.67,5,1,5662,12,1
44,29545,9265,2,16316,779,0.21,2,18,9200,48,0
58,15037,11401,3,1357,758,0.51,3,4,2974,24,0
37,58247,11219,4,31926,773,0.13,0,7,24162,24,0
36,32156,19568,4,16729,726,0.41,4,24,16824,12,0
38,11771,12833,2,3379,561,0.73,7,3,3290,60,1
51,57745,15293,3,23272,787,0.18,2,9,22747,60,0
31,31094,18823,0,7631,724,0.4,4,17,16477,36,0
36,35121,21709,3,14027,697,0.41,2,21,11318,24,0
55,35701,15617,1,16604,637,0.29,1,9,3844,60,0
45,26260,9263,1,15365,688,0.24,1,9,9728,60,0
45,16103,8174,3,7126,654,0.34,2,0,9276,12,0
35,16838,19319,0,2370,560,0.76,6,11,4656,24,1
43,44025,9423,1,5550,850,0.14,0,8,15714,36,0
49,11386,5049,4,4151,713,0.3,2,16,5333,60,0
48,14415,18213,4,5196,444,0.84,6,2,5794,12,1
45,10332,1072,1,4974,850,0.07,1,22,1330,48,0
43,24519,21682,0,11437,586,0.59,5,5,3967,12,1
29,26436,10337,2,9109,770,0.26,1,14,14320,60,0
47,32633,4688,3,5374,850,0.1,1,24,5228,12,0
21,17505,11469,3,10454,672,0.44,3,8,4635,48,0
22,17016,13793,4,8986,620,0.54,3,1,2531,60,1
56,25285,32001,3,12188,582,0.84,6,11,2630,12,1
53,30493,6083,1,4410,797,0.13,2,9,8503,24,0
22,22606,23843,4,4709,561,0.7,5,17,11149,60,1
22,28361,21739,0,7449,644,0.51,3,20,3891,60,0
32,18736,11080,2,6033,721,0.39,5,11,2023,12,0
63,25719,18734,1,6511,667,0.49,2,19,9502,12,0
23,20332,20260,0,3927,586,0.66,3,0,3899,24,1
35,27441,34280,0,3183,470,0.83,5,15,7811,60,1
60,25795,5442,4,14243,788,0.14,1,20,11062,12,0
62,35725,43874,3,19528,468,0.82,4,8,15122,60,1
21,24184,30255,3,6690,514,0.83,5,24,5226,24,1
43,15047,2377,1,4871,777,0.11,1,17,7197,36,0
28,27421,10443,2,15313,740,0.25,3,20,6986,12,0
47,15755,13671,4,5863,602,0.58,3,19,6655,24,1
45,26718,5939,2,9409,762,0.15,1,8,12359,12,0
23,25300,28383,3,7200,490,0.75,6,5,5836,24,1
61,25418,12883,2,2924,723,0.34,5,5,8599,24,0
46,15130,10029,3,3220,654,0.44,3,21,2149,36,1
47,20702,23261,0,9154,560,0.75,4,23,8248,24,1
21,14385,8966,3,7064,740,0.42,2,13,4013,24,0
39,34027,9899,4,10487,752,0.19,1,23,8243,12,0
23,32576,4581,4,16786,769,0.09,2,23,15430,24,0
56,22554,22927,1,5314,537,0.68,5,24,13299,24,1
30,34978,32348,3,9550,555,0.62,3,1,13029,48,1
57,47206,13198,3,27874,839,0.19,1,14,13305,36,0
51,22102,4900,1,11297,751,0.15,1,18,7626,60,0
64,10491,6684,0,4275,614,0.42,2,6,4192,36,0
64,19802,18638,0,8568,608,0.63,4,18,6634,60,1
57,11153,5618,2,3171,694,0.34,5,13,5124,60,0
39,17672,14794,2,3633,593,0.56,5,17,9337,24,1
54,46072,5578,2,6657,850,0.08,0,8,8319,48,0
22,28904,34614,1,17122,611,0.8,4,24,7722,12,1
44,26157,15911,3,13268,668,0.41,2,16,5634,60,0
50,14259,5935,3,1434,768,0.28,1,18,7674,12,0
44,78151,71627,3,23577,646,0.61,4,22,14645,24,1
49,24577,10949,0,12142,745,0.3,2,0,12549,12,0
63,26199,30915,1,11399,585,0.79,5,3,9177,48,1
52,16558,2740,2,2327,790,0.11,3,10,5138,24,0
22,21053,11631,3,11260,661,0.37,4,6,2859,12,0
52,33477,31295,2,8191,627,0.62,4,11,12189,12,1
44,57654,26405,4,27433,776,0.31,1,1,14260,24,0
35,65190,60011,0,7986,639,0.61,3,21,12039,12,0
57,22952,28033,1,11509,497,0.81,6,7,7554,60,1
53,22469,29023,1,11412,483,0.86,7,4,7597,12,1
33,21495,12495,1,3533,693,0.39,2,23,5605,60,0
58,35235,27950,1,13367,688,0.53,5,22,14997,12,1
63,38298,47074,4,5500,503,0.82,4,2,13984,60,1
59,13514,12469,0,7259,615,0.62,4,8,6387,48,1
38,41439,26044,3,3359,694,0.42,2,19,20010,48,0
58,47380,58942,1,22093,492,0.83,4,4,23172,48,1
26,19143,22792,3,6299,551,0.79,4,6,8056,12,1
43,20759,21344,3,4817,606,0.69,5,22,8068,48,1
49,42320,26710,2,20722,740,0.42,2,2,4333,24,0
51,58582,32060,2,19087,675,0.36,2,10,28578,60,0
63,38754,48300,0,6035,538,0.83,6,17,21752,48,1
42,20836,21172,4,11603,525,0.68,5,13,7542,48,1
36,43345,14257,4,3157,773,0.22,1,12,18578,12,0
26,17283,2055,1,2547,797,0.08,0,4,9245,36,0
61,38945,12247,0,8429,815,0.21,1,7,19823,60,0
22,28790,5584,4,13734,743,0.13,2,19,16787,36,0
27,30897,37472,4,17772,521,0.81,5,6,13742,48,1
21,20672,22238,1,7362,496,0.72,6,17,8487,36,1
63,26295,14832,2,15776,691,0.38,3,14,2958,24,0
62,18547,20604,2,7618,515,0.74,4,3,5432,60,1
32,38273,48001,1,10434,557,0.84,5,11,6162,36,1
33,13593,3167,2,7275,846,0.16,1,15,1779,24,0
44,18546,15551,1,2419,532,0.56,3,24,4295,60,1
32,23609,28919,4,4885,548,0.82,4,6,7082,12,1
27,34929,39278,3,14545,526,0.75,5,21,10564,60,1
36,22315,18404,1,9081,615,0.55,4,13,11920,36,1
44,18944,12952,2,10596,686,0.46,4,17,3335,60,0
25,28015,19091,1,7285,620,0.45,3,4,8253,24,0
43,16702,21489,4,1521,527,0.86,7,16,6152,12,1
51,23680,3739,4,5756,824,0.11,2,6,7300,48,0
24,23654,11057,4,6964,738,0.31,1,9,7255,24,0
55,18722,11256,1,5244,656,0.4,2,14,7497,36,0
45,25447,32708,0,4856,576,0.86,7,19,11709,36,1
33,24462,23468,1,9807,591,0.64,4,4,4655,48,1
40,18765,18177,1,3609,584,0.65,3,14,10746,60,1
39,32818,15208,1,14887,729,0.31,2,10,6879,48,0
33,12428,11278,2,4916,666,0.6,6,22,3177,12,1
60,33467,33211,3,11106,591,0.66,5,6,15043,48,1
61,10383,12925,1,4004,517,0.83,5,4,2185,60,1
59,24634,12245,2,9382,767,0.33,1,17,3170,60,0
57,14772,12043,1,8803,652,0.54,7,7,3337,48,1
47,20394,23865,2,9536,480,0.78,4,6,10951,24,1
37,16720,19231,0,1809,501,0.77,5,4,4161,48,1
33,19998,2223,0,8980,792,0.07,0,17,5730,24,0
51,17660,17887,2,6687,662,0.68,5,22,2766,12,1
35,27291,27271,3,11982,583,0.67,5,14,7667,48,1
36,31137,39178,2,15200,506,0.84,7,2,6539,12,1
23,30572,16363,1,14635,732,0.36,3,23,14234,48,0
54,44949,53190,4,3588,538,0.79,5,8,26842,48,1
35,19795,5434,3,1402,831,0.18,1,17,7455,12,0
24,22055,9375,2,5713,783,0.28,2,24,10150,60,0
32,22739,26361,3,7885,460,0.77,5,17,10853,48,1
61,37087,41478,4,3569,615,0.75,5,5,20484,60,1
36,15997,13461,0,3289,577,0.56,5,23,4064,48,1
25,15780,16559,3,6987,577,0.7,5,9,6135,60,1
36,15271,5066,0,8659,719,0.22,4,8,3427,12,0
51,49688,7188,0,6952,805,0.1,1,8,13908,60,0
50,17554,9597,1,1683,689,0.36,3,13,5248,48,0
41,31813,27679,0,14157,571,0.58,3,10,13910,60,1
62,31760,6486,0,11237,827,0.14,0,2,16138,24,0
40,31456,19178,3,15588,702,0.41,2,22,18527,24,0
24,18987,7498,2,2511,724,0.26,2,8,10824,24,0
50,19016,20591,2,2754,532,0.72,4,2,9562,36,1
52,19586,16938,0,7795,628,0.58,4,5,10605,60,1
40,19227,17452,4,3142,610,0.61,4,23,2233,60,1
43,20150,7080,2,4400,790,0.23,2,2,9687,36,0
36,46770,31342,0,16772,704,0.45,2,19,5873,48,0
35,16208,15527,3,829,568,0.64,6,8,5495,60,1
59,17423,15462,0,3880,623,0.59,6,1,8229,24,1
32,42588,24689,4,21103,702,0.39,4,9,19172,24,0
37,31523,11835,2,12441,706,0.25,1,6,8722,36,0
53,59585,17711,3,35292,788,0.2,1,14,28616,36,0
25,17517,2961,3,3529,797,0.11,2,1,7015,12,0
32,28924,10850,2,14076,749,0.25,4,10,3779,48,0
63,51859,35028,2,5168,690,0.45,5,16,7920,48,0
42,15431,10177,4,1260,600,0.44,2,24,4257,12,1
64,39512,4338,3,13468,741,0.07,0,21,6605,12,0
62,37357,33496,2,13694,629,0.6,3,17,9584,60,0
41,28661,6266,3,11133,738,0.15,0,14,10557,24,0
59,38562,44979,0,2971,491,0.78,4,22,13230,24,1
23,17296,10951,1,6753,669,0.42,3,17,5079,12,0
34,18945,20649,1,6112,571,0.73,5,9,3053,48,1
51,33686,10309,3,16165,794,0.2,2,17,4189,60,0
23,24979,13348,3,12268,674,0.36,3,16,10961,48,0
45,22527,16603,3,1929,622,0.49,3,16,9946,24,0
23,39547,15280,0,19403,763,0.26,2,0,4977,36,0
49,21043,9892,3,2063,709,0.31,3,18,9221,48,0
56,38439,31377,0,4138,673,0.54,3,15,21625,36,0
24,12718,12844,1,2233,588,0.67,5,24,1734,48,1
37,19436,18855,2,7462,556,0.65,4,9,5154,48,1
36,20360,2638,2,9816,817,0.09,0,0,8258,12,0
42,21896,26528,3,4279,563,0.81,5,17,9153,36,1
25,13323,7333,0,1642,630,0.37,3,9,1958,60,0
25,34754,40430,0,9140,578,0.78,6,1,13506,36,1
36,8782,7413,2,3497,664,0.56,5,2,4550,24,1
21,45827,57239,4,11763,488,0.83,4,13,6956,36,1
23,24792,15567,4,12295,709,0.42,2,11,8531,24,0
38,51095,62258,2,23429,464,0.81,6,19,10549,24,1
35,24746,9366,3,4652,737,0.25,2,8,12473,12,0
30,23815,27972,1,11757,482,0.78,4,3,7731,48,1
41,9362,5638,2,2064,652,0.4,2,19,1125,48,0
28,25627,9666,0,12159,728,0.25,1,6,9385,36,0
52,30320,16182,4,16806,747,0.36,2,7,7341,12,0
31,34297,13524,2,17907,756,0.26,4,1,8640,60,0
34,23979,19569,1,2509,629,0.54,3,14,14357,12,1
38,21202,13536,3,5691,677,0.43,2,11,12411,24,0
43,68552,83827,2,25726,532,0.82,5,20,21154,48,1
51,39850,8604,1,11269,777,0.14,1,19,16931,24,0
49,34895,27264,0,7972,600,0.52,3,16,11738,36,0
41,33279,10465,2,6758,799,0.21,1,6,11373,12,0
55,80578,78284,0,35658,587,0.65,5,18,42770,12,1
32,42906,47004,4,10905,519,0.73,4,4,19209,36,1
39,48456,10160,0,24083,828,0.14,0,15,10172,24,0
26,22823,17730,2,6493,590,0.52,4,2,12452,48,1
25,17343,12489,0,4411,695,0.48,2,8,9079,12,0
46,23508,22183,1,5105,611,0.63,3,6,13904,60,1
52,30065,18479,3,11168,732,0.41,3,22,8741,12,0
27,23564,12427,2,13374,689,0.35,2,14,4273,24,0
41,16722,6892,3,6173,757,0.27,1,13,3038,48,0
53,39135,24535,3,3069,665,0.42,2,18,13078,12,0
62,34865,6698,2,6142,838,0.13,2,4,16842,12,0
45,38875,43796,3,8355,534,0.75,5,22,14529,48,1
55,27788,20900,3,10096,675,0.5,3,0,14817,24,0
43,12563,4917,1,2871,816,0.26,3,23,6903,60,0
26,17958,15360,3,2312,674,0.57,4,13,6404,24,1
64,34152,12021,1,7784,726,0.23,1,22,9048,36,0
33,10402,10011,1,5043,583,0.64,3,5,4152,60,1
21,51915,25562,1,16049,678,0.33,1,21,16612,24,0
34,16295,20245,1,2342,493,0.83,5,8,5612,36,1
39,55099,21310,3,18866,704,0.26,3,7,8144,48,0
58,22729,3224,3,3204,818,0.09,1,24,8363,36,0
47,17271,21832,0,10040,508,0.84,7,7,2120,12,1
52,37764,40663,4,5700,510,0.72,5,9,8470,24,1
46,56190,17647,3,31454,801,0.21,2,5,30911,60,0
61,14055,3944,0,7023,795,0.19,3,15,6067,24,0
27,36036,33779,4,5571,564,0.62,5,2,15618,60,1
57,26212,23704,3,14759,585,0.6,3,6,9463,36,1
64,11444,5916,2,5828,765,0.34,3,14,5460,48,0
36,12561,9177,4,4272,615,0.49,3,15,3334,60,1
54,35747,13304,2,2331,750,0.25,1,4,9176,12,0
21,42907,52096,1,16753,436,0.81,4,19,24040,60,1
31,43693,24362,4,10188,720,0.37,3,21,6214,36,0
62,32862,28719,3,4153,642,0.58,3,12,17465,60,1
23,12831,4220,3,5261,756,0.22,3,1,4386,24,0
30,26290,15436,3,5930,680,0.39,2,24,10984,60,0
47,25631,26725,4,14340,520,0.7,4,5,7055,36,1
23,10937,11671,2,1698,567,0.71,5,2,6384,36,1
23,15650,10383,1,2682,673,0.44,2,8,8037,12,0
60,27494,33207,2,16179,459,0.81,6,3,5191,36,1
35,21632,26232,3,6895,599,0.81,4,18,7470,36,1
29,26015,29918,3,3209,489,0.77,6,6,13774,36,1
36,20548,24277,3,11154,562,0.79,5,1,5006,48,1
63,30881,21630,2,11409,639,0.47,2,15,12731,24,0
49,16111,3294,4,2524,832,0.14,1,9,7871,48,0
27,39844,19331,2,18825,738,0.32,2,1,6968,24,0
29,33796,43529,4,9346,505,0.86,7,7,19368,12,1
47,33702,26111,2,13003,597,0.52,3,14,4799,36,1
38,16745,17806,0,3370,553,0.71,5,2,3402,12,1
37,33181,26488,1,16958,677,0.53,4,22,13961,60,0
55,20582,9566,1,7334,720,0.31,2,15,4062,48,0
51,75555,53488,0,3905,659,0.47,5,8,34744,36,0
41,21114,21313,4,8725,584,0.67,4,13,7723,48,1
30,14134,7049,4,2358,678,0.33,2,13,7197,36,0
42,24916,24112,1,13518,617,0.65,3,0,4463,24,1
33,32241,31238,1,17186,592,0.65,6,14,11290,36,1
61,21046,24581,2,2362,590,0.78,5,11,8974,36,1
30,41341,5283,2,4644,849,0.09,1,0,21467,24,0
56,35770,9001,2,15306,738,0.17,2,9,12115,24,0
21,26351,11726,3,6281,798,0.3,2,15,9042,36,0
58,33529,37647,2,8913,577,0.75,6,15,5270,24,1
31,14107,10559,0,4906,672,0.5,2,3,7723,12,0
54,18963,11644,1,3905,658,0.41,3,7,2633,36,0
33,34032,19440,4,8876,690,0.38,5,7,16354,12,0
47,25146,16100,4,9898,729,0.43,2,14,3340,24,0
53,35960,19012,1,6793,755,0.35,2,23,19809,36,0
50,10621,8697,1,4550,656,0.55,4,16,5856,12,1
28,21482,2631,4,8393,806,0.08,2,10,9694,48,0
21,41541,18591,0,5749,760,0.3,2,24,8821,48,0
37,58613,37388,4,26316,664,0.43,2,18,25993,36,0
57,23668,3235,1,12628,850,0.09,2,1,11765,24,0
54,29848,35150,3,12992,497,0.79,6,16,16256,12,1
54,47029,14023,2,11619,757,0.2,2,4,25352,60,0
24,44188,54898,1,26487,556,0.83,6,16,12598,48,1
54,28004,26339,2,14236,636,0.63,3,2,10274,24,1
64,29899,20218,1,9605,686,0.45,4,12,10624,24,0
63,33945,5454,1,3428,761,0.11,1,22,20252,24,0
32,24882,31736,4,10178,483,0.85,6,24,6989,60,1
26,29160,11253,2,5411,771,0.26,3,19,3979,60,0
52,39160,19073,4,9853,721,0.32,1,5,10937,48,0
58,16579,9611,4,7140,717,0.39,4,1,2157,48,0
59,36335,19145,2,10288,734,0.35,3,17,15242,36,0
37,32501,29886,1,1653,589,0.61,4,22,11004,60,1
56,40561,9411,0,7442,836,0.15,1,11,14926,48,0
34,40476,8752,4,15119,785,0.14,0,15,6279,48,0
25,25798,30600,4,7523,505,0.79,5,6,13975,60,1
60,30900,21565,2,5044,735,0.47,2,22,7563,48,0
